"Longitude (x)","Latitude (y)","Station Name","Climate ID","Date/Time","Year","Month","Day","Data Quality","Max Temp (°C)","Max Temp Flag","Min Temp (°C)","Min Temp Flag","Mean Temp (°C)","Mean Temp Flag","Heat Deg Days (°C)","Heat Deg Days Flag","Cool Deg Days (°C)","Cool Deg Days Flag","Total Rain (mm)","Total Rain Flag","Total Snow (cm)","Total Snow Flag","Total Precip (mm)","Total Precip Flag","Snow on Grnd (cm)","Snow on Grnd Flag","Dir of Max Gust (10s deg)","Dir of Max Gust Flag","Spd of Max Gust (km/h)","Spd of Max Gust Flag"
"-114.44","62.46","YELLOWKNIFE A","2204100","2010-02-20","2010","02","20","","-8.9","","-13.7","","-11.3","","29.3","","0.0","","0.0","","0.0","T","0.0","T","34","","","","<31",""
"-114.44","62.46","YELLOWKNIFE A","2204100","2010-02-21","2010","02","21","","-10.1","","-26.9","","-18.5","","36.5","","0.0","","0.0","","0.0","T","0.0","T","34","","","","<31",""
"-114.44","62.46","YELLOWKNIFE A","2204100","2010-02-22","2010","02","22","","-17.9","","-34.9","","-26.4","","44.4","","0.0","","0.0","","0.0","","0.0","","33","","","","<31",""
"-114.44","62.46","YELLOWKNIFE A","2204100","2010-02-23","2010","02","23","","-17.0","","-33.0","","-25.0","","43.0","","0.0","","0.0","","0.0","T","0.0","T","33","","","","<31",""
"-114.44","62.46","YELLOWKNIFE A","2204100","2010-02-24","2010","02","24","","-16.9","","-27.0","","-22.0","","40.0","","0.0","","0.0","","0.4","","0.2","","32","","","","<31",""
"-114.44","62.46","YELLOWKNIFE A","2204100","2010-02-25","2010","02","25","","-19.9","","-26.0","","-23.0","","41.0","","0.0","","0.0","","1.8","","1.2","","34","","","","<31",""
"-114.44","62.46","YELLOWKNIFE A","2204100","2010-02-26","2010","02","26","","-16.5","","-23.1","","-19.8","","37.8","","0.0","","0.0","","3.0","","1.8","","36","","","","<31",""
"-114.44","62.46","YELLOWKNIFE A","2204100","2010-02-27","2010","02","27","","-6.8","","-16.6","","-11.7","","29.7","","0.0","","0.0","","0.0","T","0.0","T","37","","","","<31",""
"-114.44","62.46","YELLOWKNIFE A","2204100","2010-02-28","2010","02","28","","-3.0","","-14.3","","-8.7","","26.7","","0.0","","0.0","","0.0","T","0.0","T","37","","","","<31",""
"-114.44","62.46","YELLOWKNIFE A","2204100","2010-03-01","2010","03","01","","-1.2","","-16.6","","-8.9","","26.9","","0.0","","0.0","","0.0","","0.0","","36","","","","<31",""
"-114.44","62.46","YELLOWKNIFE A","2204100","2010-03-02","2010","03","02","","2.8","","-6.7","","-2.0","","20.0","","0.0","","0.0","","0.0","","0.0","","36","","","","<31",""
"-114.44","62.46","YELLOWKNIFE A","2204100","2010-03-03","2010","03","03","","4.3","","-4.2","","0.1","","17.9","","0.0","","0.0","","0.0","","0.0","","34","","","","<31",""
"-114.44","62.46","YELLOWKNIFE A","2204100","2010-03-04","2010","03","04","","3.7","","-9.4","","-2.9","","20.9","","0.0","","0.0","","0.0","","0.0","","31","","","","<31",""
"-114.44","62.46","YELLOWKNIFE A","2204100","2010-03-05","2010","03","05","","-0.8","","-10.6","","-5.7","","23.7","","0.0","","0.0","","0.0","","0.0","","29","","","","<31",""
"-114.44","62.46","YELLOWKNIFE A","2204100","2010-03-06","2010","03","06","","-1.1","","-9.2","","-5.2","","23.2","","0.0","","0.0","","0.0","","0.0","","26","","","","<31",""
"-114.44","62.46","YELLOWKNIFE A","2204100","2010-03-07","2010","03","07","","3.4","","-7.2","","-1.9","","19.9","","0.0","","0.0","","0.0","","0.0","","25","","","","<31",""
"-114.44","62.46","YELLOWKNIFE A","2204100","2010-03-08","2010","03","08","","0.1","","-10.5","","-5.2","","23.2","","0.0","","0.0","","0.0","","0.0","","24","","26","","33",""
"-114.44","62.46","YELLOWKNIFE A","2204100","2010-03-09","2010","03","09","","-2.1","","-16.1","","-9.1","","27.1","","0.0","","0.0","","0.0","","0.0","","33","","","","<31",""
"-114.44","62.46","YELLOWKNIFE A","2204100","2010-03-10","2010","03","10","","-1.4","","-8.9","","-5.2","","23.2","","0.0","","0.0","","0.0","","0.0","","33","","15","","39",""
"-114.44","62.46","YELLOWKNIFE A","2204100","2010-03-11","2010","03","11","","0.4","","-15.2","","-7.4","","25.4","","0.0","","0.0","","0.0","","0.0","","33","","","","<31",""
"-114.44","62.46","YELLOWKNIFE A","2204100","2010-03-12","2010","03","12","","0.2","","-6.8","","-3.3","","21.3","","0.0","","0.0","","0.0","","0.0","","32","","14","","33",""
"-114.44","62.46","YELLOWKNIFE A","2204100","2010-03-13","2010","03","13","","1.4","","-12.8","","-5.7","","23.7","","0.0","","0.0","","0.0","","0.0","","32","","","","<31",""
"-114.44","62.46","YELLOWKNIFE A","2204100","2010-03-14","2010","03","14","","2.6","","-11.1","","-4.3","","22.3","","0.0","","0.0","","0.0","","0.0","","30","","","","<31",""
"-114.44","62.46","YELLOWKNIFE A","2204100","2010-03-15","2010","03","15","","5.2","","-3.7","","0.8","","17.2","","0.0","","0.2","","0.0","","0.2","","28","","","","<31",""
"-114.44","62.46","YELLOWKNIFE A","2204100","2010-03-16","2010","03","16","","0.8","","-16.5","","-7.9","","25.9","","0.0","","0.0","","0.0","","0.0","","29","","31","","37",""
"-114.44","62.46","YELLOWKNIFE A","2204100","2010-03-17","2010","03","17","","-10.8","","-20.7","","-15.8","","33.8","","0.0","","0.0","","0.6","","0.4","","29","","","","<31",""
"-114.44","62.46","YELLOWKNIFE A","2204100","2010-03-18","2010","03","18","","-13.7","","-25.2","","-19.5","","37.5","","0.0","","0.0","","0.0","T","0.0","T","30","","","","<31",""
"-114.44","62.46","YELLOWKNIFE A","2204100","2010-03-19","2010","03","19","","-6.3","","-18.8","","-12.6","","30.6","","0.0","","0.0","","0.0","T","0.0","T","30","","","","<31",""
"-114.44","62.46","YELLOWKNIFE A","2204100","2010-03-20","2010","03","20","","-15.6","","-24.0","","-19.8","","37.8","","0.0","","0.0","","0.0","T","0.0","T","29","","","","<31",""
"-114.44","62.46","YELLOWKNIFE A","2204100","2010-03-21","2010","03","21","","-16.2","","-28.3","","-22.3","","40.3","","0.0","","0.0","","0.0","","0.0","","28","","","","<31",""
"-114.44","62.46","YELLOWKNIFE A","2204100","2010-03-22","2010","03","22","","-16.6","","-28.8","","-22.7","","40.7","","0.0","","0.0","","0.0","T","0.0","T","28","","","","<31",""
"-114.44","62.46","YELLOWKNIFE A","2204100","2010-03-23","2010","03","23","","-21.1","","-29.3","","-25.2","","43.2","","0.0","","0.0","","0.0","T","0.0","T","28","","34","","39",""
"-114.44","62.46","YELLOWKNIFE A","2204100","2010-03-24","2010","03","24","","-19.3","","-32.6","","-26.0","","44.0","","0.0","","0.0","","0.0","","0.0","","28","","","","<31",""
"-114.44","62.46","YELLOWKNIFE A","2204100","2010-03-25","2010","03","25","","-13.9","","-23.7","","-18.8","","36.8","","0.0","","0.0","","0.8","","0.2","","28","","","","<31",""
"-114.44","62.46","YELLOWKNIFE A","2204100","2010-03-26","2010","03","26","","-14.3","","-27.2","","-20.8","","38.8","","0.0","","0.0","","0.0","T","0.0","T","29","","","","<31",""
"-114.44","62.46","YELLOWKNIFE A","2204100","2010-03-27","2010","03","27","","-5.1","","-23.9","","-14.5","","32.5","","0.0","","0.0","","0.0","","0.0","","29","","","","<31",""
"-114.44","62.46","YELLOWKNIFE A","2204100","2010-03-28","2010","03","28","","3.2","","-16.1","","-6.5","","24.5","","0.0","","0.0","","0.0","T","0.0","T","28","","","","<31",""
"-114.44","62.46","YELLOWKNIFE A","2204100","2010-03-29","2010","03","29","","3.4","","-5.7","","-1.2","","19.2","","0.0","","0.0","","0.0","","0.0","","20","","","","<31",""
"-114.44","62.46","YELLOWKNIFE A","2204100","2010-03-30","2010","03","30","","2.3","","-8.1","","-2.9","","20.9","","0.0","","0.0","","0.0","","0.0","","24","","","","<31",""
"-114.44","62.46","YELLOWKNIFE A","2204100","2010-03-31","2010","03","31","","-2.5","","-8.7","","-5.6","","23.6","","0.0","","0.0","","0.0","T","0.0","T","23","","","","<31",""
"-114.44","62.46","YELLOWKNIFE A","2204100","2010-04-01","2010","04","01","","-3.1","","-5.0","","-4.1","","22.1","","0.0","","0.0","","0.0","T","0.0","T","22","","","","<31",""
"-114.44","62.46","YELLOWKNIFE A","2204100","2010-04-02","2010","04","02","","-4.7","","-12.4","","-8.6","","26.6","","0.0","","0.0","","4.0","","3.4","","25","","","","<31",""
"-114.44","62.46","YELLOWKNIFE A","2204100","2010-04-03","2010","04","03","","-2.9","","-17.5","","-10.2","","28.2","","0.0","","0.0","","0.4","","0.4","","29","","","","<31",""
"-114.44","62.46","YELLOWKNIFE A","2204100","2010-04-04","2010","04","04","","7.7","","-12.1","","-2.2","","20.2","","0.0","","0.0","","0.0","","0.0","","28","","","","<31",""
"-114.44","62.46","YELLOWKNIFE A","2204100","2010-04-05","2010","04","05","","6.4","","-2.5","","2.0","","16.0","","0.0","","0.0","T","0.0","","0.0","T","25","","","","<31",""
"-114.44","62.46","YELLOWKNIFE A","2204100","2010-04-06","2010","04","06","","4.0","","-5.4","","-0.7","","18.7","","0.0","","0.0","","0.0","","0.0","","22","","","","<31",""
"-114.44","62.46","YELLOWKNIFE A","2204100","2010-04-07","2010","04","07","","5.5","","0.5","","3.0","","15.0","","0.0","","0.0","","0.0","","0.0","","19","","15","","37",""
"-114.44","62.46","YELLOWKNIFE A","2204100","2010-04-08","2010","04","08","","7.8","","-1.8","","3.0","","15.0","","0.0","","0.2","","0.0","T","0.2","","14","","31","","33",""
"-114.44","62.46","YELLOWKNIFE A","2204100","2010-04-09","2010","04","09","","0.1","","-9.0","","-4.5","","22.5","","0.0","","0.0","","1.6","","1.4","","6","","2","","52",""
"-114.44","62.46","YELLOWKNIFE A","2204100","2010-04-10","2010","04","10","","-7.5","","-12.8","","-10.2","","28.2","","0.0","","0.0","","0.0","T","0.0","T","6","","2","","48",""
"-114.44","62.46","YELLOWKNIFE A","2204100","2010-04-11","2010","04","11","","-2.4","","-12.6","","-7.5","","25.5","","0.0","","0.0","","0.0","T","0.0","T","","","","","<31",""
"-114.44","62.46","YELLOWKNIFE A","2204100","2010-04-12","2010","04","12","","1.6","","-12.4","","-5.4","","23.4","","0.0","","0.0","","0.0","","0.0","","6","","","","<31",""
"-114.44","62.46","YELLOWKNIFE A","2204100","2010-04-13","2010","04","13","","4.8","","-4.3","","0.3","","17.7","","0.0","","0.0","","0.0","","0.0","","5","","15","","46",""
"-114.44","62.46","YELLOWKNIFE A","2204100","2010-04-14","2010","04","14","","9.3","","-0.8","","4.3","","13.7","","0.0","","0.0","","0.0","","0.0","","1","","","","<31",""
"-114.44","62.46","YELLOWKNIFE A","2204100","2010-04-15","2010","04","15","","8.0","","-4.2","","1.9","","16.1","","0.0","","0.0","","0.0","","0.0","","0","T","","","<31",""
"-114.44","62.46","YELLOWKNIFE A","2204100","2010-04-16","2010","04","16","","13.3","","0.1","","6.7","","11.3","","0.0","","0.0","","0.0","","0.0","","0","T","29","E","39","E"
"-114.44","62.46","YELLOWKNIFE A","2204100","2010-04-17","2010","04","17","","3.1","","-3.6","","-0.3","","18.3","","0.0","","0.0","","0.0","","0.0","","","","","","<31",""
"-114.44","62.46","YELLOWKNIFE A","2204100","2010-04-18","2010","04","18","","8.0","","-2.7","","2.7","","15.3","","0.0","","0.0","","0.0","","0.0","","","","11","","33",""
"-114.44","62.46","YELLOWKNIFE A","2204100","2010-04-19","2010","04","19","","13.6","","3.5","","8.6","","9.4","","0.0","","0.0","","0.0","","0.0","","","","","","<31",""
"-114.44","62.46","YELLOWKNIFE A","2204100","2010-04-20","2010","04","20","","20.4","","3.6","","12.0","","6.0","","0.0","","0.0","","0.0","","0.0","","","","","","<31",""
"-114.44","62.46","YELLOWKNIFE A","2204100","2010-04-21","2010","04","21","","20.1","","6.8","","13.5","","4.5","","0.0","","0.0","","0.0","","0.0","","","","10","","39",""
"-114.44","62.46","YELLOWKNIFE A","2204100","2010-04-22","2010","04","22","","14.4","","1.6","","8.0","","10.0","","0.0","","0.0","","0.0","","0.0","","","","9","","44",""
"-114.44","62.46","YELLOWKNIFE A","2204100","2010-04-23","2010","04","23","","3.0","","-4.3","","-0.7","","18.7","","0.0","","0.0","","0.0","","0.0","","","","9","","46",""
"-114.44","62.46","YELLOWKNIFE A","2204100","2010-04-24","2010","04","24","","2.2","","-5.4","","-1.6","","19.6","","0.0","","0.0","","0.0","","0.0","","","","11","","37",""
"-114.44","62.46","YELLOWKNIFE A","2204100","2010-04-25","2010","04","25","","3.8","","-3.4","","0.2","","17.8","","0.0","","0.0","","0.0","","0.0","","","","","","<31",""
"-114.44","62.46","YELLOWKNIFE A","2204100","2010-04-26","2010","04","26","","5.4","","-5.5","","-0.1","","18.1","","0.0","","0.0","","0.0","","0.0","","","","","","<31",""
"-114.44","62.46","YELLOWKNIFE A","2204100","2010-04-27","2010","04","27","","9.6","","-1.8","","3.9","","14.1","","0.0","","0.0","","0.0","","0.0","","","","","","<31",""
"-114.44","62.46","YELLOWKNIFE A","2204100","2010-04-28","2010","04","28","","8.4","","-1.5","","3.5","","14.5","","0.0","","0.0","","0.0","","0.0","","","","","","<31",""
"-114.44","62.46","YELLOWKNIFE A","2204100","2010-04-29","2010","04","29","","10.8","","-3.7","","3.6","","14.4","","0.0","","0.0","","0.0","","0.0","","","","","","<31",""
"-114.44","62.46","YELLOWKNIFE A","2204100","2010-04-30","2010","04","30","","9.3","","-1.4","","4.0","","14.0","","0.0","","0.0","","0.0","","0.0","","","","","","<31",""
"-114.44","62.46","YELLOWKNIFE A","2204100","2010-05-01","2010","05","01","","11.8","","2.5","","7.2","","10.8","","0.0","","0.0","","0.0","","0.0","","","","","","<31",""
"-114.44","62.46","YELLOWKNIFE A","2204100","2010-05-02","2010","05","02","","7.4","","0.2","","3.8","","14.2","","0.0","","0.0","","0.0","","0.0","","","","5","","37",""
"-114.44","62.46","YELLOWKNIFE A","2204100","2010-05-03","2010","05","03","","0.4","","-6.3","","-3.0","","21.0","","0.0","","0.0","","0.4","","0.2","","0","T","5","","52",""
"-114.44","62.46","YELLOWKNIFE A","2204100","2010-05-04","2010","05","04","","1.1","","-9.1","","-4.0","","22.0","","0.0","","0.0","","0.0","","0.0","","0","T","2","","43",""
"-114.44","62.46","YELLOWKNIFE A","2204100","2010-05-05","2010","05","05","","4.1","","-7.9","","-1.9","","19.9","","0.0","","0.0","","0.0","","0.0","","","","","","<31",""
"-114.44","62.46","YELLOWKNIFE A","2204100","2010-05-06","2010","05","06","","4.0","","-0.5","","1.8","","16.2","","0.0","","0.0","","0.0","T","0.0","T","","","","","<31",""
"-114.44","62.46","YELLOWKNIFE A","2204100","2010-05-07","2010","05","07","","7.3","","-3.6","","1.9","","16.1","","0.0","","0.0","","0.0","","0.0","","","","","","<31",""
"-114.44","62.46","YELLOWKNIFE A","2204100","2010-05-08","2010","05","08","","9.9","","-2.1","","3.9","","14.1","","0.0","","0.0","T","0.0","","0.0","T","","","","","<31",""
"-114.44","62.46","YELLOWKNIFE A","2204100","2010-05-09","2010","05","09","","3.7","","-0.9","","1.4","","16.6","","0.0","","0.0","","0.0","T","0.0","T","","","","","<31",""
"-114.44","62.46","YELLOWKNIFE A","2204100","2010-05-10","2010","05","10","","7.1","","-3.3","","1.9","","16.1","","0.0","","0.0","","0.0","","0.0","","","","","","<31",""
"-114.44","62.46","YELLOWKNIFE A","2204100","2010-05-11","2010","05","11","","11.8","","-0.7","","5.6","","12.4","","0.0","","0.0","T","0.0","","0.0","T","","","15","","37",""
"-114.44","62.46","YELLOWKNIFE A","2204100","2010-05-12","2010","05","12","","7.2","","0.0","","3.6","","14.4","","0.0","","0.0","T","0.0","","0.0","T","","","","","<31",""
"-114.44","62.46","YELLOWKNIFE A","2204100","2010-05-13","2010","05","13","","8.2","","-2.5","","2.9","","15.1","","0.0","","0.0","","0.0","","0.0","","","","","","<31",""
"-114.44","62.46","YELLOWKNIFE A","2204100","2010-05-14","2010","05","14","","10.2","","2.1","","6.2","","11.8","","0.0","","0.0","T","0.0","","0.0","T","","","","","<31",""
"-114.44","62.46","YELLOWKNIFE A","2204100","2010-05-15","2010","05","15","","12.3","","4.8","","8.6","","9.4","","0.0","","0.0","T","0.0","","0.0","T","","","","","<31",""
"-114.44","62.46","YELLOWKNIFE A","2204100","2010-05-16","2010","05","16","","16.3","","3.2","","9.8","","8.2","","0.0","","1.4","","0.0","","1.4","","","","","","<31",""
"-114.44","62.46","YELLOWKNIFE A","2204100","2010-05-17","2010","05","17","","8.9","","2.6","","5.8","","12.2","","0.0","","9.6","","0.0","","9.6","","","","","","<31",""
"-114.44","62.46","YELLOWKNIFE A","2204100","2010-05-18","2010","05","18","","8.8","","-0.4","","4.2","","13.8","","0.0","","0.0","","0.0","T","0.0","T","","","8","","32",""
"-114.44","62.46","YELLOWKNIFE A","2204100","2010-05-19","2010","05","19","","9.6","","-0.8","","4.4","","13.6","","0.0","","0.0","","0.0","","0.0","","","","","","<31",""
"-114.44","62.46","YELLOWKNIFE A","2204100","2010-05-20","2010","05","20","","4.4","","1.5","","3.0","","15.0","","0.0","","1.0","","0.0","","1.0","","","","8","","37",""
"-114.44","62.46","YELLOWKNIFE A","2204100","2010-05-21","2010","05","21","","8.0","","-0.2","","3.9","","14.1","","0.0","","0.0","","0.0","","0.0","","","","6","","43",""
"-114.44","62.46","YELLOWKNIFE A","2204100","2010-05-22","2010","05","22","","9.9","","-1.0","","4.5","","13.5","","0.0","","0.0","","0.0","","0.0","","","","5","","37",""
"-114.44","62.46","YELLOWKNIFE A","2204100","2010-05-23","2010","05","23","","9.8","","-1.4","","4.2","","13.8","","0.0","","0.0","","0.0","","0.0","","","","","","<31",""
